longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
-1.106211538587221,0.7862080401191263,-1.162062436910035,0.8293110593222556,0.929296658082408,1.1311098120098302,1.0407439254575028,0.4384117288348095
-0.024574577375734857,0.4678731694039607,0.34865715890279314,-0.7385580633030675,-0.8505234542399434,-0.708899404762499,-0.8561522901076624,-0.24238851701640005
0.7579922563118342,-0.7118384103051844,-0.2874353024920818,0.5873502142725537,0.7472423801059629,0.3784592661693683,0.691524538491531,-0.10896853075515679
0.6333797031768704,-0.7352453860930629,-0.048900629469003705,-0.1227421697600644,0.9891829337325544,1.1851235570642633,1.0486807297067293,-0.8611684927927739
1.1517679242183227,-1.217429087323388,-0.12841218714336308,-0.3656318472283831,-0.34508328775270763,-0.1050080256293284,-0.2476639643336206,-0.168986447165724
0.738054247810244,-0.7258825957779095,1.0642611779720275,-0.5416455905562851,-0.5918147434313109,-0.5238359176087855,-0.5942377498831836,0.5292026594541309
0.6084571925498791,-0.7914221279839733,-0.20792374481772244,0.28083551612897756,1.3245460773733744,1.5694180710580992,1.382026508174248,-0.6413838313805916
2.0390093025392653,-1.3906407081536976,0.030610928205355662,-0.512387369369853,-0.23010163850442655,-0.1050080256293284,-0.27676557991411826,-1.4435899415074347
-1.235808593847586,0.7955708304342797,-0.6849930908638786,0.3755764228279011,0.1364023684744695,-0.1129772667029333,0.14653064671130214,1.5213162065815742
-1.4102661682365325,1.010915007682771,1.8593767547156212,-0.020106187502897225,0.32564299952893216,-0.07578747502611047,0.3052667316958348,-0.38097246799075607
-0.4382882537838137,1.146675467252477,-1.003039321561316,0.52558285843453,0.42864739364718396,0.3155908088109297,0.31055793452865255,-0.4588007933098146
0.8078372775658239,-0.8990942166082223,-0.44645841784080054,0.6049980302262749,0.05495703359027038,0.38731397847337373,0.10684662546516899,1.577540189733528
-1.5199252149953,1.3386126687130901,-0.7645046485382381,-0.24116830313371884,-0.48881034931305906,-0.483989712240761,-0.41433685356737987,1.0070801694869962
0.8028527754404229,-0.7446081764082163,0.4281687165771525,-0.2676400270643004,-0.09835183207410443,0.3642917264829596,-0.08628227793267906,-0.5466408869502145
-1.106211538587221,1.8722917166767505,-0.2874353024920818,-0.1970487632494162,-0.273219756972532,-0.2759039730966333,-0.25030956575002944,-0.5480636119221945
0.6931937286816553,-0.2764686606506196,-1.162062436910035,0.16984004210425832,0.08849334795435236,0.18631200917245036,0.07509940846826246,-0.06612870104331203
0.8676513030706018,-0.8569616601900371,-0.20792374481772244,1.368962694538673,1.1712372117089995,1.0505319300433806,1.297367262849164,0.08520708116138401
0.6583022138038618,-0.7914221279839733,1.2232842933207462,-0.5170315314629373,-0.40017866135084235,-0.2944988689350447,-0.4064000493181532,-1.3562240895243616
1.2664114731024845,-1.3157383856324836,-1.639131782956191,-0.19565551462149086,-0.45048313289696534,-0.5698804215896137,-0.41433685356737987,1.1360212067623763
-1.1759945683428012,0.9781452415797393,-0.5259699755151599,1.9007192541968467,1.2742416058272512,1.259503140417909,1.3132408713476171,1.1886620307256393
1.012201864707163,-0.8241918940870052,-0.7645046485382381,-0.07165638673613504,0.1962886441246159,0.6396732791375286,0.2973299274466082,-0.860746944652928
-1.2308240917221849,1.0904987253615634,-1.003039321561316,-1.1918282835881135,-1.2601455796869447,-1.2003359376348006,-1.2662205096510384,1.1936152213688291
0.6882092265562542,-0.707157015147606,1.7003536393669023,0.14058182091782603,0.12442511334444022,0.4519533782926134,0.2020882764558886,-0.2776404802110176
-2.282554040181279,2.3217056518040438,0.8257265049489494,-0.6057350274408511,-0.606187449587346,-0.6894190376936871,-0.5439713229714148,-0.747613962621771
-2.202802006174904,2.1438126358161558,-1.003039321561316,-0.24999221111057937,-0.0025337910338701806,-0.5353470436039925,-0.45402087481351305,-1.3445788221611172
0.6383642053022716,-0.7773779425112481,1.5413305240181836,-0.28621667543663837,-0.21812438337439727,-0.18824232128697949,-0.2476639643336206,-1.1643142988594928
-1.315560627853961,0.8564289674827651,0.5076802742515119,-1.0492525073304197,-1.0134141240083416,-0.9054740179114197,-1.0281163821742394,-0.7222683807135334
2.0190712940376683,-1.25019885342642,0.5076802742515119,-0.48452239681134596,-0.4696467411050122,-0.4317469096471289,-0.47518568614478407,-0.7716422065929903
-0.6924978621791423,0.9594196609494358,-1.0825508792356755,0.6681586346922238,0.7304742229239218,0.5006542959646433,0.4825220265952296,-0.420861460723679
0.892573813697593,-0.9037756117657973,-1.003039321561316,1.7242410946596363,0.7807786944700449,1.515404326003666,0.8661342319745168,1.7052692761068513
-0.5329937941663921,0.7908894352767013,-0.2874353024920818,-0.41578879783369554,-0.539114820859182,-0.5406598709863958,-0.6127569597980457,0.12388412299225011
0.7280852435594417,-0.7024756199900309,1.8593767547156212,-0.13435257499277561,-0.4409013287929419,-0.38924429058790283,-0.4487296719806953,1.0530816102476854
